"sample","Axis1","Axis2","group","method"
"J_XYL_F_0059_02",0.271150813794589,0.135366002737516,"IBS_after","NMDS"
"J_XYL_F_0060_01",-0.268821471752311,-0.287233207591293,"IBS_before","NMDS"
"J_XYL_F_0060_02",0.0287248223240516,-0.268346602814758,"IBS_after","NMDS"
"J_XYL_F_0061_01",0.026743047423577,-0.600451673745339,"IBS_before","NMDS"
"J_XYL_F_0061_02",-0.270721256142058,-0.540328932193027,"IBS_after","NMDS"
"J_XYL_F_0062_01",0.0772680931130676,-0.0603009316129707,"IBS_before","NMDS"
"J_XYL_F_0062_02",0.237689289862132,-0.396922930562499,"IBS_after","NMDS"
"J_XYL_F_0064_01",0.0435382279394696,-0.203772306433375,"IBS_before","NMDS"
"J_XYL_F_0064_02",0.169366268739298,0.446144209539315,"IBS_after","NMDS"
"J_XYL_F_0065_01",0.412704163216947,0.16822564544223,"IBS_before","NMDS"
"J_XYL_F_0065_02",0.379071609887708,0.316702433727061,"IBS_after","NMDS"
"J_XYL_F_0066_01",-0.535334524528283,-0.286018158346758,"IBS_before","NMDS"
"J_XYL_F_0066_02",-0.40475374300802,-0.670980738524609,"IBS_after","NMDS"
"K_XYL_F_0001_01",-0.602929574416999,0.0994989884355925,"UC_before","NMDS"
"K_XYL_F_0001_02",-0.872319957403483,0.422170046706511,"UC_after","NMDS"
"K_XYL_F_0002_01",-0.17751070275973,0.129511011079284,"UC_before","NMDS"
"K_XYL_F_0002_02",-0.657538054937591,0.326605680350371,"UC_after","NMDS"
"K_XYL_F_0003_01",-0.428341352451994,-0.750722215069557,"UC_before","NMDS"
"K_XYL_F_0003_02",-0.461204190614709,-0.116401057576541,"UC_after","NMDS"
"K_XYL_F_0004_01",-0.749628829186949,0.06245967643669,"UC_before","NMDS"
"K_XYL_F_0004_02",-0.681461196454673,-0.196739730555525,"UC_after","NMDS"
"K_XYL_F_0005_01",-0.18266644650913,0.190197452717899,"UC_before","NMDS"
"K_XYL_F_0005_02",-0.265282266585636,-0.390131721116476,"UC_after","NMDS"
"K_XYL_F_0007_01",0.14575601187035,0.390061563127517,"UC_before","NMDS"
"K_XYL_F_0007_02",-0.234748381698659,0.521125017523314,"UC_after","NMDS"
"K_XYL_F_0008_01",0.0904182204754886,0.28447134063097,"UC_before","NMDS"
"K_XYL_F_0008_02",0.271406492649316,0.43553724986629,"UC_after","NMDS"
"K_XYL_F_0009_01",0.259361212223571,0.560079342446061,"UC_before","NMDS"
"K_XYL_F_0009_02",0.227315551677784,0.0167851344439605,"UC_after","NMDS"
"K_XYL_F_0009_03",0.461646369922723,0.11547914977021,"NA","NMDS"
"K_XYL_F_0011_01",0.138165363721225,0.0590915892982964,"UC_before","NMDS"
"K_XYL_F_0011_02",-0.0293857866913087,-0.376031790272649,"UC_after","NMDS"
"K_XYL_F_0012_01",0.409765318711512,0.26968214513293,"UC_before","NMDS"
"K_XYL_F_0012_02",0.455256071708811,-0.0449437155502065,"UC_after","NMDS"
"K_XYL_F_0013_01",-0.612742281273404,0.399305566132996,"UC_before","NMDS"
"K_XYL_F_0013_02",-0.085012667893563,-0.408638762138356,"UC_after","NMDS"
"K_XYL_F_0017_01",-0.0231699641217441,-0.164257047753528,"UC_before","NMDS"
"K_XYL_F_0017_02",-0.167584649619228,-0.241647408165228,"UC_after","NMDS"
"K_XYL_F_0018_01",-0.0861645119496811,-0.549789182177526,"UC_before","NMDS"
"K_XYL_F_0018_02",-0.505940283523519,-0.244283812326939,"UC_after","NMDS"
"K_XYL_F_0022_01",-0.38673397018308,-0.394724241055032,"UC_before","NMDS"
"K_XYL_F_0022_02",0.346349145792692,-0.378179211546361,"UC_after","NMDS"
"K_XYL_F_0028_01",-0.424363280994538,-0.450893670758439,"UC_before","NMDS"
"K_XYL_F_0028_02",-0.197762172383661,-0.550458729316512,"UC_after","NMDS"
"K_XYL_F_0030_02",-0.0893521818057277,-0.302308031423601,"UC_after","NMDS"
"K_XYL_F_0030_03",-0.357599186788306,0.011772533156862,"UC_before","NMDS"
"K_XYL_F_0033_01",0.411924527333984,0.0398148647771079,"UC_before","NMDS"
"K_XYL_F_0033_02",0.206959177781444,-0.182891830369252,"UC_after","NMDS"
"K_XYL_F_0035_01",0.26446489912559,-0.115741967183161,"UC_before","NMDS"
"K_XYL_F_0035_02",0.386845042368157,-0.118112512139608,"UC_after","NMDS"
"K_XYL_F_0035_03",0.189945990936055,-0.489357337469333,"NA","NMDS"
"K_XYL_F_0036_01",0.201142658718733,-0.263074263710801,"UC_before","NMDS"
"K_XYL_F_0036_02",0.0710268016928555,0.563793239426441,"UC_after","NMDS"
"K_XYL_F_0037_01",0.116710033159519,-0.522854029462205,"UC_before","NMDS"
"K_XYL_F_0037_02",0.217107374105903,-0.442148448988994,"UC_after","NMDS"
"K_XYL_F_0038_01",-0.414345986938933,-0.106071111020289,"UC_before","NMDS"
"K_XYL_F_0038_02",-0.0877503881075077,-0.0459169160259392,"UC_after","NMDS"
"K_XYL_F_0039_01",-0.254885335424703,-0.460605961370929,"UC_before","NMDS"
"K_XYL_F_0039_02",-0.721186646738658,0.553365897087507,"UC_after","NMDS"
"K_XYL_F_0042_01",0.274914012493571,-0.208375749863145,"UC_before","NMDS"
"K_XYL_F_0042_02",0.587048495736606,0.0435304091434379,"UC_after","NMDS"
"K_XYL_F_0043_01",0.370117181572675,-0.339177629772128,"UC_before","NMDS"
"K_XYL_F_0043_02",0.410003705420789,-0.349766968115113,"UC_after","NMDS"
"K_XYL_F_0044_01",0.0493620283464947,0.310898850586448,"UC_before","NMDS"
"K_XYL_F_0044_02",0.322328846756611,0.297293430708743,"UC_after","NMDS"
"K_XYL_F_0045_01",0.365162384149412,0.111113347814194,"UC_before","NMDS"
"K_XYL_F_0045_02",0.0615291593631424,0.170335696222227,"UC_after","NMDS"
"K_XYL_F_0046_01",0.498386209312633,0.263968981300633,"UC_before","NMDS"
"K_XYL_F_0046_02",-0.225048039428211,0.0447948346985029,"UC_after","NMDS"
"K_XYL_F_0047_01",0.130158679018404,-0.0599880991713898,"UC_before","NMDS"
"K_XYL_F_0047_02",0.162841104675377,0.0518142666631734,"UC_after","NMDS"
"K_XYL_F_0048_01",-0.334908389408181,-0.121216571231792,"UC_before","NMDS"
"K_XYL_F_0048_02",0.33356707710338,-0.471249267931789,"UC_after","NMDS"
