"group","mean","sd","median"
"IBS_after",1.59765167484264,0.370271879341421,1.657309720465
"IBS_before",1.63598086119633,0.399739388373733,1.74817442284518
"UC_after",1.46751588190569,0.379095927287154,1.53096585445423
"UC_before",1.61600496810033,0.371002337984765,1.63351016758333
